,repo_id,stars,year_month,community
946,196743910,40,2020-06,
947,251201169,39,2020-06,
948,110688239,31,2020-06,
949,204380779,30,2020-06,PaddleSeg
950,76616099,29,2020-06,
951,243677660,26,2020-06,
952,191286408,21,2020-06,
953,210873203,17,2020-06,
954,164796418,17,2020-06,
955,225549581,16,2020-06,
956,210520127,10,2020-06,
957,127058653,8,2020-06,
958,161509700,6,2020-06,
959,227347371,6,2020-06,
960,261698998,6,2020-06,
961,228297846,5,2020-06,
962,173032424,4,2020-06,
963,227880026,4,2020-06,
964,273214029,4,2020-06,PaddleGAN
965,75912778,4,2020-06,
966,89484677,3,2020-06,
967,133907444,3,2020-06,
968,171811851,3,2020-06,
969,136450404,2,2020-06,
970,224622052,2,2020-06,
971,103466347,1,2020-06,
972,240230342,1,2020-06,
973,244790548,1,2020-06,
974,101101544,1,2020-06,
975,137793455,1,2020-06,
976,125206311,1,2020-06,
977,203899406,1,2020-06,
978,88800008,1,2020-06,
979,259220361,1,2020-06,
980,179445887,1,2020-06,
981,203736612,1,2020-06,
982,127693333,1,2020-06,
983,98599362,1,2020-06,
984,274012656,0,2020-06,
985,262296122,1585,2020-07,PaddleOCR
986,65711522,530,2020-07,Paddle
987,217475193,175,2020-07,PaddleDetection
988,88868842,158,2020-07,models
989,173544440,121,2020-07,
990,246509073,118,2020-07,
991,162672577,104,2020-07,PaddleHub
992,276845708,83,2020-07,
993,240226378,66,2020-07,
994,250154445,66,2020-07,
995,104208128,62,2020-07,
996,259513732,60,2020-07,
997,131044128,60,2020-07,
998,110688239,42,2020-07,
999,251201169,41,2020-07,
1000,114885555,35,2020-07,
1001,204380779,28,2020-07,PaddleSeg
1002,191286408,21,2020-07,
1003,178685945,18,2020-07,
1004,243677660,17,2020-07,
1005,76616099,17,2020-07,
1006,164796418,16,2020-07,
1007,203514079,16,2020-07,
1008,228290594,14,2020-07,PaddleSlim
1009,210873203,11,2020-07,
1010,161509700,9,2020-07,
1011,273214029,9,2020-07,PaddleGAN
1012,264782838,8,2020-07,
1013,133907444,7,2020-07,
1014,274012656,6,2020-07,
1015,225549581,6,2020-07,
1016,203736612,6,2020-07,
1017,261698998,4,2020-07,
1018,196743910,4,2020-07,
1019,171811851,4,2020-07,
1020,210520127,3,2020-07,
1021,127058653,3,2020-07,
1022,227347371,3,2020-07,
1023,136450404,2,2020-07,
1024,227880026,2,2020-07,
1025,89484677,2,2020-07,
1026,173032424,2,2020-07,
1027,103466347,1,2020-07,
1028,240230342,0,2020-07,
1029,228297846,0,2020-07,
1030,259220361,0,2020-07,
1031,262296122,733,2020-08,PaddleOCR
1032,65711522,499,2020-08,Paddle
1033,217475193,309,2020-08,PaddleDetection
1034,162672577,227,2020-08,PaddleHub
1035,88868842,151,2020-08,models
1036,173544440,90,2020-08,
1037,131044128,76,2020-08,
1038,114885555,62,2020-08,
1039,246509073,53,2020-08,
1040,104208128,53,2020-08,
1041,110688239,50,2020-08,
1042,178685945,42,2020-08,
1043,250154445,39,2020-08,
1044,240226378,35,2020-08,
1045,251201169,35,2020-08,
1046,259513732,24,2020-08,
1047,164796418,23,2020-08,
1048,204380779,22,2020-08,PaddleSeg
1049,228290594,21,2020-08,PaddleSlim
1050,76616099,18,2020-08,
1051,276845708,17,2020-08,
1052,210873203,15,2020-08,
1053,243677660,12,2020-08,
1054,191286408,11,2020-08,
1055,203514079,9,2020-08,
1056,161509700,8,2020-08,
1057,196743910,7,2020-08,
1058,227347371,7,2020-08,
1059,264782838,7,2020-08,
1060,227880026,5,2020-08,
1061,225549581,5,2020-08,
1062,210520127,5,2020-08,
1063,274012656,4,2020-08,
1064,273214029,4,2020-08,PaddleGAN
1065,89484677,4,2020-08,
1066,133907444,4,2020-08,
1067,136450404,3,2020-08,
1068,173032424,3,2020-08,
1069,261698998,3,2020-08,
1070,171811851,2,2020-08,
1071,228297846,1,2020-08,
1072,127058653,1,2020-08,
1073,127693333,1,2020-08,
1074,259220361,0,2020-08,
1075,189339212,0,2020-08,
1076,240230342,0,2020-08,
1077,75912778,0,2020-08,
1078,262296122,1193,2020-09,PaddleOCR
1079,217475193,970,2020-09,PaddleDetection
1080,65711522,338,2020-09,Paddle
1081,114885555,308,2020-09,
1082,162672577,166,2020-09,PaddleHub
1083,246509073,138,2020-09,
1084,173544440,136,2020-09,
1085,88868842,123,2020-09,models
1086,178685945,113,2020-09,
1087,259513732,88,2020-09,
1088,161509700,82,2020-09,
1089,228290594,71,2020-09,PaddleSlim
1090,104208128,70,2020-09,
1091,131044128,58,2020-09,
1092,191286408,56,2020-09,
1093,240226378,47,2020-09,
1094,251201169,46,2020-09,
1095,204380779,29,2020-09,PaddleSeg
1096,76616099,21,2020-09,
1097,110688239,19,2020-09,
1098,243677660,18,2020-09,
1099,276845708,13,2020-09,
1100,264782838,11,2020-09,
1101,210873203,11,2020-09,
1102,250154445,10,2020-09,
1103,273214029,10,2020-09,PaddleGAN
1104,196743910,9,2020-09,
1105,203514079,8,2020-09,
1106,164796418,7,2020-09,
1107,210520127,5,2020-09,
1108,274012656,5,2020-09,
1109,127058653,5,2020-09,
1110,173032424,4,2020-09,
1111,240230342,3,2020-09,
1112,261698998,3,2020-09,
1113,227347371,2,2020-09,
1114,225549581,2,2020-09,
1115,224622052,1,2020-09,
1116,101101544,1,2020-09,
1117,228297846,1,2020-09,
1118,133907444,1,2020-09,
1119,171811851,1,2020-09,
1120,103466347,1,2020-09,
1121,259220361,1,2020-09,
1122,203736612,1,2020-09,
1123,136450404,0,2020-09,
1124,244790548,0,2020-09,
1125,289874518,0,2020-09,
1126,296268741,0,2020-09,
1127,227880026,0,2020-09,
1128,262296122,1891,2020-10,PaddleOCR
1129,204380779,839,2020-10,PaddleSeg
1130,65711522,218,2020-10,Paddle
1131,114885555,182,2020-10,
1132,162672577,155,2020-10,PaddleHub
1133,217475193,153,2020-10,PaddleDetection
1134,246509073,119,2020-10,
1135,88868842,102,2020-10,models
1136,173544440,77,2020-10,
1137,251201169,72,2020-10,
1138,131044128,61,2020-10,
1139,104208128,51,2020-10,
1140,273214029,41,2020-10,PaddleGAN
1141,240226378,37,2020-10,
1142,259513732,36,2020-10,
1143,76616099,26,2020-10,
1144,110688239,21,2020-10,
1145,276845708,20,2020-10,
1146,228290594,20,2020-10,PaddleSlim
1147,161509700,18,2020-10,
1148,191286408,17,2020-10,
1149,210873203,13,2020-10,
1150,127058653,11,2020-10,
1151,243677660,10,2020-10,
1152,178685945,10,2020-10,
1153,264782838,10,2020-10,
1154,250154445,10,2020-10,
1155,233520812,8,2020-10,
1156,203514079,7,2020-10,
1157,164796418,6,2020-10,
1158,228297846,5,2020-10,
1159,225549581,4,2020-10,
1160,210520127,3,2020-10,
1161,173032424,3,2020-10,
1162,227880026,3,2020-10,
1163,196743910,3,2020-10,
1164,133907444,2,2020-10,
1165,89484677,2,2020-10,
1166,261698998,2,2020-10,
1167,227347371,2,2020-10,
1168,302509341,2,2020-10,
1169,136450404,2,2020-10,
1170,274012656,1,2020-10,
1171,171811851,1,2020-10,
1172,296268741,1,2020-10,
1173,203736612,1,2020-10,
1174,127693333,1,2020-10,
1175,203899406,1,2020-10,
1176,259220361,0,2020-10,
1177,240230342,0,2020-10,
1178,101101544,0,2020-10,
1179,262296122,1163,2020-11,PaddleOCR
1180,191286408,524,2020-11,
1181,65711522,260,2020-11,Paddle
1182,162672577,260,2020-11,PaddleHub
1183,246509073,196,2020-11,
1184,88868842,137,2020-11,models
1185,217475193,127,2020-11,PaddleDetection
1186,131044128,119,2020-11,
1187,173544440,77,2020-11,
1188,273214029,72,2020-11,PaddleGAN
1189,104208128,66,2020-11,
1190,204380779,64,2020-11,PaddleSeg
1191,259513732,63,2020-11,
1192,251201169,49,2020-11,
1193,240226378,46,2020-11,
1194,110688239,42,2020-11,
1195,114885555,39,2020-11,
1196,276845708,33,2020-11,
1197,228290594,30,2020-11,PaddleSlim
1198,76616099,29,2020-11,
1199,210873203,25,2020-11,
1200,203514079,19,2020-11,
1201,312259012,12,2020-11,
1202,161509700,12,2020-11,
1203,243677660,11,2020-11,
1204,127058653,9,2020-11,
1205,261698998,8,2020-11,
1206,164796418,8,2020-11,
1207,178685945,7,2020-11,
1208,227347371,6,2020-11,
1209,228297846,6,2020-11,
1210,302509341,5,2020-11,
1211,264782838,5,2020-11,
1212,136450404,5,2020-11,
1213,250154445,5,2020-11,
1214,210520127,4,2020-11,
1215,133907444,4,2020-11,
1216,89484677,4,2020-11,
1217,296268741,3,2020-11,
1218,173032424,3,2020-11,
1219,127693333,2,2020-11,
1220,225549581,2,2020-11,
1221,314704349,2,2020-11,
1222,171811851,2,2020-11,
1223,196743910,2,2020-11,
1224,233520812,2,2020-11,
1225,259220361,2,2020-11,
1226,274012656,1,2020-11,
1227,244790548,1,2020-11,
1228,103466347,1,2020-11,
1229,289874518,1,2020-11,
1230,227880026,1,2020-11,
1231,203899406,0,2020-11,
1232,203736612,0,2020-11,
1233,240230342,0,2020-11,
1234,75912778,0,2020-11,
1235,162672577,2356,2020-12,PaddleHub
1236,262296122,1165,2020-12,PaddleOCR
1237,246509073,416,2020-12,
1238,217475193,405,2020-12,PaddleDetection
1239,65711522,361,2020-12,Paddle
1240,273214029,313,2020-12,PaddleGAN
1241,114885555,298,2020-12,
1242,204380779,169,2020-12,PaddleSeg
1243,88868842,162,2020-12,models
1244,314704349,147,2020-12,
1245,276845708,121,2020-12,
1246,131044128,77,2020-12,
1247,173544440,76,2020-12,
1248,104208128,73,2020-12,
1249,251201169,63,2020-12,
1250,127058653,53,2020-12,
1251,191286408,51,2020-12,
1252,164796418,49,2020-12,
1253,319575342,42,2020-12,
1254,240226378,38,2020-12,
1255,110688239,36,2020-12,
1256,312259012,31,2020-12,
1257,259513732,29,2020-12,
1258,243677660,22,2020-12,
1259,76616099,22,2020-12,
1260,228290594,16,2020-12,PaddleSlim
1261,203514079,15,2020-12,
1262,250154445,13,2020-12,
1263,210873203,12,2020-12,
1264,178685945,11,2020-12,
1265,264782838,8,2020-12,
1266,296268741,6,2020-12,
1267,161509700,5,2020-12,
1268,196743910,4,2020-12,
1269,261698998,4,2020-12,
1270,227347371,4,2020-12,
1271,321995806,3,2020-12,
1272,225549581,3,2020-12,
1273,171811851,2,2020-12,
1274,136450404,2,2020-12,
1275,274012656,2,2020-12,
1276,302509341,2,2020-12,
1277,210520127,2,2020-12,
1278,89484677,1,2020-12,
1279,133907444,1,2020-12,
1280,228297846,1,2020-12,
1281,244790548,1,2020-12,
1282,127693333,0,2020-12,
1283,173032424,0,2020-12,
1284,240230342,0,2020-12,
1285,259220361,0,2020-12,
1286,227880026,0,2020-12,
1287,289874518,0,2020-12,
1288,233520812,0,2020-12,
1289,262296122,2520,2021-01,PaddleOCR
1290,246509073,502,2021-01,
1291,65711522,319,2021-01,Paddle
1292,312259012,282,2021-01,
1293,162672577,224,2021-01,PaddleHub
1294,88868842,113,2021-01,models
1295,217475193,103,2021-01,PaddleDetection
1296,273214029,80,2021-01,PaddleGAN
1297,204380779,71,2021-01,PaddleSeg
1298,173544440,61,2021-01,
1299,131044128,56,2021-01,
1300,104208128,53,2021-01,
1301,110688239,42,2021-01,
1302,251201169,39,2021-01,
1303,114885555,37,2021-01,
1304,191286408,34,2021-01,
1305,240226378,31,2021-01,
1306,259513732,28,2021-01,
1307,314704349,21,2021-01,
1308,76616099,19,2021-01,
1309,178685945,16,2021-01,
1310,228290594,15,2021-01,PaddleSlim
1311,243677660,13,2021-01,
1312,127058653,12,2021-01,
1313,203514079,12,2021-01,
1314,164796418,12,2021-01,
1315,264782838,11,2021-01,
1316,250154445,11,2021-01,
1317,210873203,7,2021-01,
1318,276845708,7,2021-01,
1319,225549581,5,2021-01,
1320,210520127,4,2021-01,
1321,228297846,4,2021-01,
1322,196743910,4,2021-01,
1323,133907444,4,2021-01,
1324,136450404,4,2021-01,
1325,227347371,4,2021-01,
1326,302509341,2,2021-01,
1327,319575342,2,2021-01,
1328,261698998,2,2021-01,
1329,171811851,2,2021-01,
1330,127693333,2,2021-01,
1331,161509700,2,2021-01,
1332,259220361,1,2021-01,
1333,274012656,1,2021-01,
1334,244790548,1,2021-01,
1335,103466347,1,2021-01,
1336,173032424,0,2021-01,
1337,89484677,0,2021-01,
1338,227880026,0,2021-01,
1339,233520812,0,2021-01,
1340,333611338,0,2021-01,
1341,289874518,0,2021-01,
1342,321995806,0,2021-01,
1343,262296122,669,2021-02,PaddleOCR
1344,114885555,666,2021-02,
1345,65711522,443,2021-02,Paddle
1346,336274588,191,2021-02,PaddleNLP
1347,273214029,132,2021-02,PaddleGAN
1348,162672577,119,2021-02,PaddleHub
1349,88868842,82,2021-02,models
1350,246509073,75,2021-02,
1351,217475193,58,2021-02,PaddleDetection
1352,204380779,52,2021-02,PaddleSeg
1353,131044128,47,2021-02,
1354,104208128,42,2021-02,
1355,173544440,39,2021-02,
1356,127058653,39,2021-02,
1357,228297846,37,2021-02,
1358,228290594,33,2021-02,PaddleSlim
1359,110688239,32,2021-02,
1360,191286408,27,2021-02,
1361,240226378,25,2021-02,
1362,312259012,23,2021-02,
1363,259513732,20,2021-02,
1364,251201169,19,2021-02,
1365,314704349,19,2021-02,
1366,203514079,15,2021-02,
1367,178685945,13,2021-02,
1368,225549581,13,2021-02,
1369,276845708,12,2021-02,
1370,76616099,10,2021-02,
1371,250154445,7,2021-02,
1372,264782838,6,2021-02,
1373,243677660,5,2021-02,
1374,161509700,4,2021-02,
1375,210873203,4,2021-02,
1376,333611338,3,2021-02,
1377,227347371,3,2021-02,
1378,136450404,3,2021-02,
1379,274012656,2,2021-02,
1380,164796418,2,2021-02,
1381,173032424,2,2021-02,
1382,210520127,2,2021-02,
1383,261698998,2,2021-02,
1384,233520812,2,2021-02,
1385,227880026,2,2021-02,
1386,319575342,2,2021-02,
1387,89484677,1,2021-02,
1388,240230342,1,2021-02,
1389,302509341,1,2021-02,
1390,133907444,1,2021-02,
1391,296268741,1,2021-02,
1392,203736612,1,2021-02,
1393,171811851,1,2021-02,
1394,321995806,1,2021-02,
1395,259220361,0,2021-02,
1396,244790548,0,2021-02,
1397,289874518,0,2021-02,
1398,273214029,1857,2021-03,PaddleGAN
1399,262296122,400,2021-03,PaddleOCR
1400,65711522,378,2021-03,Paddle
1401,162672577,239,2021-03,PaddleHub
1402,204380779,230,2021-03,PaddleSeg
1403,217475193,109,2021-03,PaddleDetection
1404,88868842,102,2021-03,models
1405,173544440,87,2021-03,
1406,251201169,80,2021-03,
1407,336274588,79,2021-03,PaddleNLP
1408,131044128,75,2021-03,
1409,191286408,59,2021-03,
1410,246509073,59,2021-03,
1411,104208128,55,2021-03,
1412,240226378,46,2021-03,
1413,110688239,45,2021-03,
1414,114885555,43,2021-03,
1415,302509341,43,2021-03,
1416,314704349,40,2021-03,
1417,259513732,36,2021-03,
1418,250154445,34,2021-03,
1419,210873203,33,2021-03,
1420,274012656,31,2021-03,
1421,228290594,28,2021-03,PaddleSlim
1422,127058653,23,2021-03,
1423,312259012,20,2021-03,
1424,76616099,18,2021-03,
1425,178685945,16,2021-03,
1426,243677660,14,2021-03,
1427,276845708,13,2021-03,
1428,164796418,12,2021-03,
1429,203514079,11,2021-03,
1430,261698998,9,2021-03,
1431,225549581,7,2021-03,
1432,264782838,5,2021-03,
1433,161509700,4,2021-03,
1434,136450404,4,2021-03,
1435,227347371,3,2021-03,
1436,171811851,3,2021-03,
1437,319575342,3,2021-03,
1438,196743910,3,2021-03,
1439,228297846,2,2021-03,
1440,233520812,1,2021-03,
1441,98599362,1,2021-03,
1442,75912778,1,2021-03,
1443,321995806,1,2021-03,
1444,227880026,1,2021-03,
1445,210520127,1,2021-03,
1446,333611338,1,2021-03,
1447,133907444,1,2021-03,
1448,203736612,1,2021-03,
1449,173032424,0,2021-03,
1450,89484677,0,2021-03,
1451,103466347,0,2021-03,
1452,244790548,0,2021-03,
1453,259220361,0,2021-03,
1454,289874518,0,2021-03,
1455,240230342,0,2021-03,
1456,273214029,1678,2021-04,PaddleGAN
1457,262296122,884,2021-04,PaddleOCR
1458,217475193,540,2021-04,PaddleDetection
1459,65711522,493,2021-04,Paddle
1460,162672577,166,2021-04,PaddleHub
1461,336274588,123,2021-04,PaddleNLP
1462,88868842,97,2021-04,models
1463,246509073,86,2021-04,
1464,173544440,69,2021-04,
1465,131044128,59,2021-04,
1466,204380779,51,2021-04,PaddleSeg
1467,240226378,48,2021-04,
1468,259513732,46,2021-04,
1469,104208128,45,2021-04,
1470,110688239,39,2021-04,
1471,251201169,37,2021-04,
1472,114885555,30,2021-04,
1473,302509341,27,2021-04,
1474,228290594,26,2021-04,PaddleSlim
1475,191286408,24,2021-04,
1476,178685945,20,2021-04,
1477,250154445,19,2021-04,
1478,203514079,19,2021-04,
1479,127058653,18,2021-04,
1480,312259012,18,2021-04,
1481,210873203,12,2021-04,
1482,243677660,12,2021-04,
1483,76616099,11,2021-04,
1484,314704349,10,2021-04,
1485,164796418,10,2021-04,
1486,264782838,9,2021-04,
1487,228297846,8,2021-04,
1488,274012656,6,2021-04,
1489,276845708,6,2021-04,
1490,161509700,6,2021-04,
1491,210520127,5,2021-04,
1492,261698998,5,2021-04,
1493,196743910,4,2021-04,
1494,136450404,3,2021-04,
1495,333611338,3,2021-04,
1496,173032424,3,2021-04,
1497,319575342,2,2021-04,
1498,133907444,2,2021-04,
1499,227347371,2,2021-04,
1500,171811851,2,2021-04,
1501,321995806,1,2021-04,
1502,233520812,1,2021-04,
1503,259220361,1,2021-04,
1504,75912778,1,2021-04,
1505,225549581,1,2021-04,
1506,103466347,0,2021-04,
1507,89484677,0,2021-04,
1508,244790548,0,2021-04,
1509,240230342,0,2021-04,
1510,227880026,0,2021-04,
1511,127693333,0,2021-04,
1512,217475193,1186,2021-05,PaddleDetection
1513,65711522,502,2021-05,Paddle
1514,262296122,387,2021-05,PaddleOCR
1515,273214029,227,2021-05,PaddleGAN
1516,114885555,191,2021-05,
1517,162672577,168,2021-05,PaddleHub
1518,240226378,89,2021-05,
1519,88868842,79,2021-05,models
1520,104208128,76,2021-05,
1521,173544440,72,2021-05,
1522,336274588,67,2021-05,PaddleNLP
1523,250154445,58,2021-05,
1524,246509073,56,2021-05,
1525,131044128,52,2021-05,
1526,204380779,52,2021-05,PaddleSeg
1527,251201169,52,2021-05,
1528,164796418,44,2021-05,
1529,227347371,43,2021-05,
1530,191286408,38,2021-05,
1531,110688239,38,2021-05,
1532,259513732,20,2021-05,
1533,312259012,17,2021-05,
1534,314704349,17,2021-05,
1535,228290594,15,2021-05,PaddleSlim
1536,243677660,14,2021-05,
1537,203514079,13,2021-05,
1538,302509341,11,2021-05,
1539,178685945,11,2021-05,
1540,76616099,10,2021-05,
1541,264782838,10,2021-05,
1542,276845708,9,2021-05,
1543,127058653,9,2021-05,
1544,210873203,7,2021-05,
1545,261698998,4,2021-05,
1546,136450404,3,2021-05,
1547,210520127,3,2021-05,
1548,196743910,3,2021-05,
1549,319575342,2,2021-05,
1550,274012656,2,2021-05,
1551,133907444,2,2021-05,
1552,365999954,2,2021-05,
1553,161509700,2,2021-05,
1554,233520812,1,2021-05,
1555,240230342,1,2021-05,
1556,225549581,1,2021-05,
1557,127693333,1,2021-05,
1558,173032424,1,2021-05,
1559,171811851,1,2021-05,
1560,321995806,1,2021-05,
1561,89484677,1,2021-05,
1562,228297846,0,2021-05,
1563,227880026,0,2021-05,
1564,259220361,0,2021-05,
1565,244790548,0,2021-05,
1566,333611338,0,2021-05,
1567,336274588,5022,2021-06,PaddleNLP
1568,162672577,1593,2021-06,PaddleHub
1569,251201169,1572,2021-06,
1570,65711522,1423,2021-06,Paddle
1571,276845708,918,2021-06,
1572,262296122,532,2021-06,PaddleOCR
1573,246509073,509,2021-06,
1574,273214029,280,2021-06,PaddleGAN
1575,217475193,254,2021-06,PaddleDetection
1576,227347371,226,2021-06,
1577,173544440,91,2021-06,
1578,240226378,81,2021-06,
1579,88868842,78,2021-06,models
1580,131044128,65,2021-06,
1581,204380779,64,2021-06,PaddleSeg
1582,104208128,57,2021-06,
1583,114885555,52,2021-06,
1584,312259012,44,2021-06,
1585,110688239,43,2021-06,
1586,259513732,35,2021-06,
1587,191286408,33,2021-06,
1588,243677660,31,2021-06,
1589,314704349,24,2021-06,
1590,164796418,22,2021-06,
1591,250154445,22,2021-06,
1592,228290594,20,2021-06,PaddleSlim
1593,178685945,18,2021-06,
1594,127058653,15,2021-06,
1595,210873203,14,2021-06,
1596,333611338,12,2021-06,
1597,203514079,9,2021-06,
1598,261698998,8,2021-06,
1599,227880026,8,2021-06,
1600,76616099,7,2021-06,
1601,136450404,6,2021-06,
1602,302509341,5,2021-06,
1603,240230342,4,2021-06,
1604,196743910,4,2021-06,
1605,233520812,4,2021-06,
1606,225549581,3,2021-06,
1607,274012656,3,2021-06,
1608,365999954,3,2021-06,
1609,171811851,2,2021-06,
1610,264782838,2,2021-06,
1611,89484677,2,2021-06,
1612,210520127,2,2021-06,
1613,173032424,2,2021-06,
1614,161509700,2,2021-06,
1615,228297846,1,2021-06,
1616,319575342,1,2021-06,
1617,133907444,1,2021-06,
1618,125206311,1,2021-06,
1619,127693333,1,2021-06,
1620,103466347,0,2021-06,
1621,321995806,0,2021-06,
1622,259220361,0,2021-06,
1623,244790548,0,2021-06,
1624,204380779,655,2021-07,PaddleSeg
1625,262296122,454,2021-07,PaddleOCR
1626,246509073,251,2021-07,
1627,65711522,250,2021-07,Paddle
1628,336274588,239,2021-07,PaddleNLP
1629,227347371,207,2021-07,
1630,162672577,180,2021-07,PaddleHub
1631,217475193,159,2021-07,PaddleDetection
1632,173544440,147,2021-07,
1633,251201169,140,2021-07,
1634,273214029,113,2021-07,PaddleGAN
1635,88868842,77,2021-07,models
1636,240226378,59,2021-07,
1637,131044128,57,2021-07,
1638,191286408,46,2021-07,
1639,110688239,39,2021-07,
1640,104208128,39,2021-07,
1641,259513732,38,2021-07,
1642,312259012,35,2021-07,
1643,114885555,35,2021-07,
1644,243677660,22,2021-07,
1645,164796418,21,2021-07,
1646,228290594,18,2021-07,PaddleSlim
1647,314704349,18,2021-07,
1648,250154445,17,2021-07,
1649,127058653,17,2021-07,
1650,76616099,15,2021-07,
1651,178685945,12,2021-07,
1652,276845708,12,2021-07,
1653,203514079,12,2021-07,
1654,210873203,11,2021-07,
1655,261698998,10,2021-07,
1656,274012656,8,2021-07,
1657,264782838,8,2021-07,
1658,161509700,7,2021-07,
1659,225549581,5,2021-07,
1660,319575342,5,2021-07,
1661,133907444,5,2021-07,
1662,385199026,5,2021-07,
1663,210520127,4,2021-07,
1664,383138186,4,2021-07,
1665,365999954,4,2021-07,
1666,233520812,3,2021-07,
1667,228297846,3,2021-07,
1668,333611338,3,2021-07,
1669,196743910,3,2021-07,
1670,89484677,3,2021-07,
1671,321995806,2,2021-07,
1672,173032424,2,2021-07,
1673,227880026,1,2021-07,
1674,92895339,1,2021-07,
1675,240230342,1,2021-07,
1676,244790548,1,2021-07,
1677,93210289,1,2021-07,
1678,125206311,1,2021-07,
1679,127693333,1,2021-07,
1680,136450404,1,2021-07,
1681,203899406,1,2021-07,
1682,105703784,1,2021-07,
1683,98599362,1,2021-07,
1684,296268741,1,2021-07,
1685,224622052,1,2021-07,
1686,88800008,1,2021-07,
1687,101101544,1,2021-07,
1688,302509341,1,2021-07,
1689,259220361,1,2021-07,
1690,203736612,1,2021-07,
1691,289874518,1,2021-07,
1692,75912778,1,2021-07,
1693,189339212,1,2021-07,
1694,103466347,1,2021-07,
1695,137793455,1,2021-07,
1696,171811851,1,2021-07,
1697,262296122,1316,2021-08,PaddleOCR
1698,273214029,410,2021-08,PaddleGAN
1699,204380779,357,2021-08,PaddleSeg
1700,65711522,245,2021-08,Paddle
1701,217475193,135,2021-08,PaddleDetection
1702,162672577,126,2021-08,PaddleHub
1703,336274588,115,2021-08,PaddleNLP
1704,227347371,89,2021-08,
1705,173544440,79,2021-08,
1706,246509073,78,2021-08,
1707,131044128,64,2021-08,
1708,240226378,60,2021-08,
1709,88868842,56,2021-08,models
1710,104208128,46,2021-08,
1711,251201169,43,2021-08,
1712,312259012,37,2021-08,
1713,259513732,35,2021-08,
1714,114885555,25,2021-08,
1715,110688239,24,2021-08,
1716,164796418,22,2021-08,
1717,191286408,22,2021-08,
1718,243677660,20,2021-08,
1719,264782838,20,2021-08,
1720,314704349,19,2021-08,
1721,228290594,15,2021-08,PaddleSlim
1722,250154445,14,2021-08,
1723,178685945,14,2021-08,
1724,276845708,13,2021-08,
1725,127058653,12,2021-08,
1726,210873203,11,2021-08,
1727,76616099,9,2021-08,
1728,274012656,8,2021-08,
1729,261698998,6,2021-08,
1730,233520812,6,2021-08,
1731,203514079,6,2021-08,
1732,161509700,5,2021-08,
1733,196743910,3,2021-08,
1734,136450404,3,2021-08,
1735,365999954,3,2021-08,
1736,333611338,2,2021-08,
1737,210520127,2,2021-08,
1738,302509341,2,2021-08,
1739,101101544,1,2021-08,
1740,289874518,1,2021-08,
1741,228297846,1,2021-08,
1742,89484677,1,2021-08,
1743,225549581,1,2021-08,
1744,319575342,0,2021-08,
1745,173032424,0,2021-08,
1746,244790548,0,2021-08,
1747,383138186,0,2021-08,
1748,127693333,0,2021-08,
1749,240230342,0,2021-08,
1750,259220361,0,2021-08,
1751,262296122,1819,2021-09,PaddleOCR
1752,65711522,235,2021-09,Paddle
1753,204380779,215,2021-09,PaddleSeg
1754,336274588,165,2021-09,PaddleNLP
1755,162672577,137,2021-09,PaddleHub
1756,273214029,131,2021-09,PaddleGAN
1757,217475193,127,2021-09,PaddleDetection
1758,173544440,71,2021-09,
1759,227347371,70,2021-09,
1760,246509073,65,2021-09,
1761,88868842,63,2021-09,models
1762,312259012,58,2021-09,
1763,319575342,50,2021-09,
1764,104208128,49,2021-09,
1765,251201169,48,2021-09,
1766,131044128,44,2021-09,
1767,243677660,40,2021-09,
1768,240226378,37,2021-09,
1769,276845708,32,2021-09,
1770,110688239,30,2021-09,
1771,114885555,29,2021-09,
1772,259513732,26,2021-09,
1773,333611338,24,2021-09,
1774,191286408,18,2021-09,
1775,196743910,17,2021-09,
1776,228290594,15,2021-09,PaddleSlim
1777,76616099,14,2021-09,
1778,365999954,14,2021-09,
1779,314704349,14,2021-09,
1780,178685945,14,2021-09,
1781,210873203,13,2021-09,
1782,403829741,13,2021-09,
1783,164796418,12,2021-09,
1784,250154445,10,2021-09,
1785,203514079,7,2021-09,
1786,127058653,6,2021-09,
1787,264782838,6,2021-09,
1788,261698998,5,2021-09,
1789,225549581,4,2021-09,
1790,136450404,4,2021-09,
1791,383138186,4,2021-09,
1792,173032424,3,2021-09,
1793,133907444,3,2021-09,
1794,224622052,2,2021-09,
1795,302509341,2,2021-09,
1796,274012656,1,2021-09,
1797,210520127,1,2021-09,
1798,227880026,1,2021-09,
1799,233520812,1,2021-09,
1800,89484677,1,2021-09,
1801,240230342,1,2021-09,
1802,244790548,1,2021-09,
1803,103466347,1,2021-09,
1804,161509700,0,2021-09,
1805,321995806,0,2021-09,
1806,259220361,0,2021-09,
1807,127693333,0,2021-09,
1808,262296122,275,2021-10,PaddleOCR
1809,246509073,273,2021-10,
1810,336274588,196,2021-10,PaddleNLP
1811,65711522,125,2021-10,Paddle
1812,251201169,83,2021-10,
1813,204380779,50,2021-10,PaddleSeg
1814,162672577,48,2021-10,PaddleHub
1815,217475193,42,2021-10,PaddleDetection
1816,273214029,32,2021-10,PaddleGAN
1817,227347371,25,2021-10,
1818,240226378,24,2021-10,
1819,173544440,22,2021-10,
1820,312259012,19,2021-10,
1821,88868842,15,2021-10,models
1822,131044128,15,2021-10,
1823,319575342,12,2021-10,
1824,191286408,12,2021-10,
1825,233520812,11,2021-10,
1826,104208128,10,2021-10,
